B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,state,place,year
58,203,0,0,0,0,8,37,42640,2020
690,355,0,0,0,15,27,37,42700,2020
3423,105,0,0,0,73,101,37,42760,2020
4288,563,0,0,0,0,0,37,42860,2020
1439,0,0,0,21,0,1,37,43160,2020
443,5,0,0,0,0,0,37,43200,2020
6482,322,212,179,0,49,75,37,43260,2020
122,114,0,0,0,3,0,37,43300,2020
153,0,0,0,0,15,0,37,43320,2020
2556,324,10,138,0,0,29,37,43360,2020
461,6,0,2,0,0,5,37,43440,2020
20663,4441,0,1052,0,491,611,37,43480,2020
36,12,63,0,0,0,0,37,40140,2020
535,126,0,0,0,27,14,37,43580,2020
4150,621,3,63,0,248,156,37,43720,2020
344,79,0,0,0,2,5,37,43860,2020
630,96,0,0,0,62,10,37,43880,2020
23364,8111,211,222,7,1871,1553,37,43920,2020
298,13,0,18,0,13,20,37,44100,2020
201,13,0,0,0,0,6,37,44160,2020
30746,3874,52,2027,0,758,1041,37,44220,2020
1575,152,27,0,0,143,177,37,44280,2020
7610,881,33,213,5,129,624,37,44320,2020
11127,1834,611,495,24,1977,449,37,44400,2020
11043,3429,31,10862,0,790,1427,37,44520,2020
59,411,0,0,0,0,7,37,44560,2020
3917,24,0,0,0,0,411,37,44700,2020
2860,863,0,0,0,0,53,37,44770,2020
512,600,4,86,0,0,0,37,44900,2020
11803,2817,6,680,0,141,500,37,44960,2020
1969,2319,0,4,4,20,354,37,45100,2020
1643,258,0,50,0,56,0,37,45140,2020
4758,267,0,20,0,0,135,37,45460,2020
2038,0,0,0,0,17,0,37,45560,2020
1591,1323,0,15,0,5,59,37,45640,2020
1582,112,83,21,0,14,43,37,45660,2020
12499,2209,0,326,0,485,655,37,45720,2020
11228,133,17,26,0,102,415,37,45840,2020
2787,22,0,0,0,39,117,37,45880,2020
2189,3116,0,0,0,0,216,37,46000,2020
312,1218,19,0,0,276,310,37,46060,2020
1313,5,0,0,0,0,0,37,46100,2020
1962,0,0,0,0,0,54,37,46280,2020
17022,9350,104,1770,1,1244,494,37,46340,2020
605,579,20,46,0,0,78,37,46650,2020
708,0,0,0,0,0,2,37,46740,2020
612,28,0,0,0,0,0,37,46820,2020
4183,227,8,55,0,0,137,37,46860,2020
9515,1473,51,205,0,1288,574,37,47000,2020
572,27,17,0,0,0,0,37,47020,2020
591,593,0,0,0,0,13,37,47240,2020
152,19,4,0,0,22,0,37,47260,2020
3861,1016,0,19,0,63,28,37,47485,2020
1217,18,0,0,0,0,69,37,47695,2020
810,0,0,0,0,0,39,37,47845,2020
184,584,0,0,0,0,10,37,47860,2020
3299,554,6,17,0,62,201,37,47880,2020
1786,813,0,208,0,0,24,37,47980,2020
1768,294,6,26,0,37,83,37,48040,2020
71,297,0,0,0,0,0,37,48060,2020
7897,33,44,10,0,11,123,37,48345,2020
5393,632,82,547,0,96,229,37,48480,2020
711,0,8,6,0,18,0,37,48700,2020
843,0,0,0,0,1,129,37,48740,2020
8526,163,21,139,0,0,222,37,48790,2020
684,26,0,0,0,0,33,37,48920,2020
282,38,189,0,0,0,36,37,48940,2020
1084,25,0,0,0,0,27,37,49380,2020
39,12,0,0,0,12,0,37,49460,2020
9010,914,40,55,0,51,143,37,44800,2020
359,96,0,0,0,0,53,37,49600,2020
3128,5074,34,73,0,277,226,37,49800,2020
155,42,0,0,0,0,311,37,50080,2020
315,112,21,1,0,14,19,37,50340,2020
88,190,0,0,0,0,0,37,50540,2020
784,182,0,0,0,11,35,37,50700,2020
231,194,0,0,0,3,30,37,50820,2020
619,12,7,0,0,0,14,37,51040,2020
503,679,1603,21,0,29,162,37,51080,2020
587,75,0,0,0,0,16,37,51780,2020
1436,115,6,14,0,0,64,37,51820,2020
1294,312,15,0,0,15,58,37,51840,2020
937,151,0,0,0,556,0,37,57540,2020
99,52,0,0,0,0,27,37,57580,2020
4850,2203,0,188,0,325,436,37,57640,2020
819,0,0,0,0,0,5,37,57700,2020
91,515,0,0,0,151,0,37,57740,2020
672,300,4,0,0,72,0,37,57800,2020
1193,682,19,10,0,86,24,37,57860,2020
816,0,0,0,0,24,2,37,58020,2020
472,278,0,0,0,0,0,37,58040,2020
246,739,144,0,0,0,1,37,58140,2020
3426,3491,120,0,21,732,533,37,58160,2020
71,150,0,4,0,0,9,37,58180,2020
4027,0,0,396,0,0,76,37,58260,2020
213,100,0,0,0,0,154,37,58340,2020
2505,574,0,31,4,99,14,37,58360,2020
519,41,0,0,0,14,55,37,58420,2020
983,0,0,92,0,3,26,37,58440,2020
3583,183,53,4,0,5,243,37,58460,2020
294,82,0,0,0,27,7,37,58620,2020
5702,0,0,34,0,26,127,37,58630,2020
1052,392,83,0,0,448,139,37,58720,2020
7303,774,22,236,0,763,200,37,58730,2020
1308,0,0,0,56,115,0,37,58740,2020
277,49,5,0,0,2,35,37,58840,2020
18709,12251,101,351,11,1077,1461,37,58860,2020
737,25,9,7,0,0,1,37,58920,2020
94,0,0,0,0,0,0,37,58940,2020
187,5,0,0,0,14,6,37,59090,2020
248,412,7,0,0,0,7,37,59135,2020
18368,8173,81,678,0,967,1491,37,59280,2020
155,176,0,0,0,26,13,37,59340,2020
4651,66,10,51,0,292,131,37,59540,2020
1146,33,138,0,0,0,23,37,59580,2020
294,0,42,0,0,0,91,37,59765,2020
652,1110,0,0,0,8,0,37,59780,2020
37,673,0,0,0,0,33,37,59980,2020
1517,0,24,0,0,0,105,37,60000,2020
464,0,0,0,0,0,0,37,60080,2020
89,378,0,0,0,4,0,37,60180,2020
2537,3429,0,0,0,735,249,37,60320,2020
430,0,4,1,0,3,3,37,60505,2020
3981,199,0,0,0,0,258,37,60515,2020
40,4,0,0,0,0,0,37,60540,2020
122,115,0,0,0,5,16,37,60560,2020
2864,861,72,80,0,83,245,37,60800,2020
10,177,115,0,0,46,0,37,60940,2020
401,984,0,0,0,0,33,37,61060,2020
11664,7055,1,121,125,228,852,37,61200,2020
4675,1687,9,7,0,1247,534,37,61860,2020
8,965,25,0,0,17,77,37,61920,2020
5008,423,15,55,0,421,224,37,61950,2020
236,199,4,0,0,12,11,37,62040,2020
261,65,0,0,0,40,8,37,62060,2020
2557,472,23,0,0,11,187,37,62190,2020
8227,3731,23,116,0,416,184,37,62520,2020
246,0,2,0,0,0,1,20,34975,2020
94,0,0,0,0,0,0,20,35375,2020
759,2,0,0,0,0,29,20,35450,2020
347,0,0,0,0,11,32,20,35475,2020
1097,0,0,0,0,0,13,20,35600,2020
13587,4711,271,765,254,754,2274,20,35750,2020
524,0,0,0,0,9,0,20,35950,2020
133,0,0,0,0,10,14,20,35975,2020
82441,34329,747,7994,258,17292,9953,20,36000,2020
114,0,0,96,0,0,0,20,36200,2020
2302,123,63,236,0,15,109,20,36225,2020
3,0,0,0,0,0,0,20,36375,2020
464,5,4,5,0,0,3,20,36550,2020
0,3,73,0,1,0,15,20,36735,2020
0,0,57,0,0,0,0,20,36736,2020
2,0,73,0,0,0,0,20,36739,2020
4,0,42,0,0,0,0,20,36740,2020
0,0,61,0,0,0,0,20,36741,2020
8,0,131,0,0,9,7,20,36744,2020
62,0,0,0,0,0,0,20,36875,2020
2784,30,3,0,0,16,26,20,36950,2020
1335,11,18,22,0,32,49,20,37075,2020
767,14,7,0,0,3,61,20,37125,2020
0,0,0,0,0,0,0,20,37200,2020
153,0,2,0,0,0,1,20,37275,2020
302,0,0,15,0,57,9,20,37325,2020
63,0,0,0,0,0,0,20,37375,2020
1208,8,0,6,0,10,115,20,37500,2020
1124,4,0,0,0,0,41,20,37575,2020
33,0,0,0,0,0,15,20,37675,2020
459,0,0,9,2,0,19,20,37725,2020
94,0,0,0,0,0,0,20,37875,2020
1050,1,11,0,0,0,19,20,37975,2020
1455,114,0,0,0,85,0,20,38175,2020
346,0,0,0,0,0,1,20,38325,2020
212,0,0,1,0,0,4,20,38400,2020
33,0,0,0,0,0,0,20,38500,2020
8561,2058,48,453,3,211,621,20,38650,2020
3476,96,11,0,0,89,60,20,38700,2020
223,5,4,0,0,0,4,20,38775,2020
6,0,0,0,0,0,0,20,38800,2020
76583,4928,2294,6357,28,1270,5888,20,38900,2020
26954,4833,290,557,66,796,2633,20,39000,2020
31767,471,5,1754,0,80,625,20,39075,2020
210,0,0,1,0,0,39,20,39100,2020
695,15,1,9,0,0,2,20,39125,2020
682,0,59,5,0,0,111,20,39150,2020
206,3,0,0,0,0,0,20,39225,2020
45736,3557,226,2409,0,471,2405,20,39350,2020
270,0,0,2,0,42,8,20,39400,2020
458,0,3,0,0,0,3,20,39450,2020
34,0,0,0,0,0,0,20,39475,2020
585,0,1,3,0,0,58,20,39500,2020
1458,6,12,0,0,113,2,20,39550,2020
534,0,3,38,0,4,0,20,39650,2020
49,0,0,0,0,0,0,20,39700,2020
419,0,0,1,0,17,8,20,39725,2020
10672,898,179,553,38,4773,1912,20,39825,2020
57,0,12,0,0,0,9,20,40250,2020
62,0,0,0,0,0,0,20,80875,2020
56,0,0,0,0,0,0,20,80925,2020
92,0,0,0,0,0,0,20,81025,2020
702,118,0,19,0,12,21,21,00298,2020
334,9,0,0,0,22,0,21,00514,2020
2235,4,0,15,0,122,93,21,00694,2020
9302,0,0,141,21,0,136,21,00802,2020
144,0,0,0,0,0,4,21,00946,2020
120,40,0,0,0,0,0,21,01000,2020
2132,43,14,90,0,11,67,21,01504,2020
810,5,0,0,0,0,16,21,01648,2020
267,0,0,0,0,0,17,21,01720,2020
233,0,32,0,0,0,0,21,01972,2020
203,14,6,2,0,10,15,21,02044,2020
724,0,0,0,0,0,0,21,02188,2020
18922,371,19,149,0,254,734,21,02368,2020
1293,125,0,0,0,0,45,21,02638,2020
1221,19,5,13,0,11,4,21,02656,2020
1325,0,0,0,0,0,4,21,02674,2020
885,0,0,0,0,0,32,21,02764,2020
433,62,0,16,0,6,11,21,03376,2020
302,0,0,0,0,0,0,21,03412,2020
1179,33,0,12,0,0,32,21,03556,2020
2874,102,36,0,0,7,32,21,03574,2020
10990,1581,0,32,0,115,451,21,03628,2020
692,0,16,2,0,0,0,21,03664,2020
490,32,0,2,0,0,18,21,03718,2020
1311,53,0,0,0,0,117,21,04546,2020
3433,0,0,15,0,0,118,21,04654,2020
337,0,0,0,0,22,37,21,04816,2020
250,20,0,0,0,0,0,21,04978,2020
510,14,0,0,0,0,68,21,05014,2020
1223,23,0,186,0,1,77,21,05068,2020
202,0,0,59,0,0,0,21,05266,2020
841,33,0,33,0,0,51,21,05374,2020
865,46,0,5,0,12,17,21,05392,2020
183,0,0,0,0,0,0,21,05428,2020
5531,4,0,16,0,73,162,21,05446,2020
211,0,0,2,0,4,1,21,05464,2020
526,0,0,0,0,4,51,21,05662,2020
4205,98,0,0,0,13,182,21,05824,2020
14370,624,118,136,0,155,370,21,05842,2020
179,0,0,0,2,0,0,21,05968,2020
633,0,0,0,0,0,0,21,06220,2020
289,0,0,0,0,0,5,21,06508,2020
84,0,0,0,0,0,1,21,07012,2020
65,0,0,0,0,0,4,21,07264,2020
87,0,0,0,0,0,0,21,07390,2020
933,86,0,3,0,0,42,21,07516,2020
692,7,0,0,0,2,60,21,07858,2020
247,8,0,0,0,0,12,21,08488,2020
97,0,0,4,0,0,2,21,08614,2020
138,0,0,0,0,0,0,21,08722,2020
51962,9463,119,4155,491,2204,3234,21,08902,2020
327,0,9,0,0,0,0,21,09100,2020
2543,103,15,15,0,6,192,21,09226,2020
896,910,0,65,0,13,77,21,09379,2020
141,0,0,3,0,0,0,21,52842,2020
102,0,0,0,0,0,0,21,53076,2020
5348,162,5,0,0,365,119,21,53130,2020
557,7,0,0,0,0,7,21,53328,2020
7182,197,7,122,0,12,133,21,53418,2020
2715,631,0,0,0,18,52,21,53472,2020
2500,23,0,25,0,88,93,21,53490,2020
966,65,0,0,0,0,21,21,53616,2020
374,0,0,0,0,20,0,21,53670,2020
273,16,0,0,0,0,0,21,53976,2020
6686,397,0,14,0,0,93,21,54084,2020
2132,10,19,0,0,0,30,21,54174,2020
13720,225,10,143,4,39,558,21,54228,2020
953,66,3,0,0,0,56,21,54480,2020
1471,118,0,35,0,0,35,21,54570,2020
16697,1241,4,439,0,143,730,21,54642,2020
564,33,0,11,0,0,5,21,54660,2020
142,6,0,0,0,0,14,21,55092,2020
934,47,0,0,0,0,69,21,55596,2020
721,7,0,0,0,2,12,21,55758,2020
63,0,0,0,0,0,0,21,55794,2020
12857,1576,16,37,0,209,350,21,55884,2020
27441,1601,19,422,0,278,788,21,56136,2020
502,0,0,8,0,0,0,21,56550,2020
1842,0,0,0,0,0,0,21,56694,2020
1175,18,0,44,0,0,29,21,56730,2020
665,5,0,0,0,34,18,21,56820,2020
871,84,0,0,2,0,28,21,56910,2020
395,4,0,5,0,0,9,21,56928,2020
8370,435,0,342,0,61,331,21,57030,2020
4566,2286,0,36,17,73,354,21,57090,2020
243,6,0,0,0,2,3,21,57144,2020
366,30,0,17,0,0,3,21,57658,2020
1530,0,0,0,0,13,25,21,57918,2020
312,19,0,0,0,0,39,21,58062,2020
18,0,0,0,0,0,0,21,58116,2020
1877,65,0,12,0,2,164,21,58200,2020
50998,3924,142,1441,99,920,2272,21,58620,2020
1590,86,0,0,0,0,25,21,58692,2020
2056,38,12,12,0,0,24,21,58710,2020
522,0,19,0,0,52,22,21,52590,2020
18152,5293,205,298,28,231,740,21,58836,2020
3779,63,23,0,0,42,125,21,58962,2020
23,0,0,0,0,0,0,21,59124,2020
8280,1172,0,0,0,3,321,21,59196,2020
576,28,0,0,0,0,39,21,59232,2020
2439,206,0,92,0,0,256,21,59255,2020
546,39,7,17,0,0,104,21,59322,2020
266,0,0,0,0,0,0,21,59466,2020
540,0,0,0,0,48,0,21,59592,2020
585,67,0,30,0,10,33,21,59934,2020
906,53,0,0,0,1,4,21,60258,2020
368,0,0,0,0,0,0,21,60312,2020
1493,25,16,4,0,2,13,21,60492,2020
448,0,0,0,0,0,0,21,60600,2020
968,0,0,0,0,0,0,21,60654,2020
6185,137,25,98,0,0,197,21,60852,2020
4489,262,105,240,0,36,165,23,37235,2020
1034,0,0,0,0,0,0,23,37375,2020
2580,51,0,0,0,0,96,23,37795,2020
30738,2166,82,487,0,41,2644,23,38740,2020
1396,11,70,20,0,0,30,23,39265,2020
2580,1,0,0,0,0,25,23,39440,2020
2807,8,0,0,0,7,124,23,40000,2020
3857,1,0,10,0,80,131,23,40105,2020
744,0,0,0,0,0,1,23,40350,2020
63,0,0,0,0,0,0,23,40470,2020
1640,4,0,0,0,0,44,23,40735,2020
383,17,0,0,0,0,0,23,41575,2020
1250,16,44,25,0,32,29,23,41925,2020
2743,0,0,0,0,0,0,23,42485,2020
2658,0,0,0,0,0,54,23,42625,2020
695,2,10,6,0,1,1,23,43220,2020
894,1,5,1,0,0,2,23,43675,2020
533,5,0,0,0,0,45,23,44235,2020
1947,35,12,17,0,0,107,23,44620,2020
1882,0,0,0,0,0,75,23,45250,2020
396,98,0,0,0,38,0,23,45565,2020
2195,0,60,101,0,0,0,23,45635,2020
4170,0,17,0,0,0,93,23,45845,2020
1878,9,0,13,0,0,32,23,45985,2020
551,0,0,0,0,0,4,23,48050,2020
638,0,0,0,0,0,5,23,48610,2020
1786,12,0,23,0,0,90,23,49100,2020
1179,63,0,0,0,0,30,23,49800,2020
471,0,0,0,0,0,0,23,49975,2020
1645,7,0,0,0,22,42,23,50290,2020
380,0,0,0,0,0,0,23,51095,2020
5253,127,0,106,0,0,165,23,53685,2020
2429,15,0,0,0,8,104,23,53965,2020
482,0,11,8,0,0,16,23,54350,2020
4489,18,0,225,0,2,49,23,54490,2020
2162,0,0,0,0,0,162,23,54525,2020
8040,34,553,42,0,21,262,23,55120,2020
6943,1,170,38,0,1,300,23,55225,2020
8295,304,12,404,0,60,448,23,55575,2020
1026,0,0,0,0,0,0,23,56240,2020
613,1,0,3,0,0,10,23,36990,2020
437,0,0,0,0,0,0,23,57115,2020
2936,55,12,0,0,1,31,23,58970,2020
55785,5742,210,2571,27,380,1991,23,60545,2020
8500,21,238,119,2,0,192,23,60825,2020
1682,11,9,0,0,0,9,23,61735,2020
672,0,0,0,0,0,0,23,61805,2020
1614,0,35,0,0,13,78,23,62610,2020
6778,1,84,69,0,0,240,23,63590,2020
3780,15,0,81,0,0,55,23,64255,2020
758,0,0,0,0,0,0,23,64535,2020
18332,140,23,212,0,46,963,23,64675,2020
20244,142,38,340,0,30,372,23,65725,2020
1016,0,0,0,0,0,23,23,66600,2020
6025,23,9,96,0,37,151,23,68875,2020
2995,108,0,58,0,12,91,23,69995,2020
2905,98,0,0,0,12,32,23,70660,2020
1777,0,0,0,0,0,65,23,71780,2020
22768,1313,139,631,0,172,642,23,71990,2020
150,87,0,0,0,0,2,01,03724,2020
1416,0,63,0,0,0,43,01,03820,2020
107,64,0,0,0,0,0,01,03940,2020
5236,3658,60,6,0,227,110,01,04660,2020
1723,147,9,377,0,18,58,01,04684,2020
1496,0,11,0,0,101,30,01,04852,2020
38,124,0,0,0,0,0,01,04900,2020
153,0,0,4,0,3,5,01,04948,2020
27,0,0,0,0,0,0,01,05140,2020
344,0,0,0,0,0,0,01,05164,2020
44,315,0,0,0,0,0,01,05188,2020
498,0,0,0,0,0,0,01,05212,2020
23,0,0,0,0,0,0,01,05692,2020
527,27,0,0,0,12,52,01,05812,2020
949,62,0,3,0,0,66,01,05932,2020
5770,18946,45,43,7,709,543,01,05980,2020
51,97,0,0,0,0,0,01,06460,2020
56088,144044,424,2630,82,3434,4226,01,07000,2020
468,0,0,0,0,0,0,01,07120,2020
1762,29,0,10,0,95,113,01,07456,2020
1314,19,0,20,0,0,0,01,07588,2020
64,14,0,6,0,0,0,01,07672,2020
8748,431,29,5,0,208,166,01,07912,2020
7,301,0,0,0,0,0,01,08104,2020
56,20,0,0,0,0,1,01,08248,2020
1823,56,0,48,0,0,83,01,08272,2020
3,541,0,0,0,0,0,01,08680,2020
539,434,14,22,0,0,33,01,09016,2020
657,19,0,0,0,109,25,01,09064,2020
2643,2065,10,0,0,9,41,01,09136,2020
2999,1994,0,82,0,0,135,01,09208,2020
2054,98,48,0,0,0,35,01,09328,2020
125,2368,34,5,0,316,25,01,09400,2020
1224,11,0,0,0,0,0,01,09424,2020
447,0,18,0,0,0,0,01,09457,2020
5055,1504,13,676,0,0,297,01,09500,2020
730,374,0,2,0,0,14,01,09736,2020
1827,199,0,0,0,26,75,01,09808,2020
103,0,0,0,0,0,0,01,09880,2020
842,1509,0,9,0,12,60,01,10240,2020
0,12,0,0,0,0,0,01,10456,2020
2049,818,5,4,0,11,15,01,11032,2020
9458,3941,0,91,0,667,170,01,11416,2020
88,0,61,0,0,0,0,01,11488,2020
875,1170,0,0,0,0,0,01,11512,2020
91,1152,0,0,0,8,13,01,11680,2020
1210,112,0,0,0,0,32,01,12016,2020
46,0,0,0,0,0,0,01,12040,2020
2399,0,9,0,0,63,59,01,12070,2020
30,27,0,0,0,0,0,01,12112,2020
225,0,0,16,0,3,8,01,12160,2020
542,485,0,0,0,87,44,01,12304,2020
339,87,0,0,0,0,0,01,12496,2020
0,0,0,0,0,0,0,01,12544,2020
1418,226,31,0,0,0,8,01,12760,2020
3451,11800,0,14,0,265,441,01,13264,2020
2971,462,86,0,0,0,62,01,13648,2020
2082,485,0,56,0,0,4,01,13672,2020
300,0,0,10,0,17,182,06,18086,2020
42961,1738,249,15978,335,1888,5491,06,18100,2020
3365,12,3,0,0,1,33,06,18153,2020
689,0,0,52,0,8,23,06,18324,2020
6186,513,78,1120,144,1303,1080,06,18352,2020
30692,2226,262,7045,133,5978,6485,06,18394,2020
265,0,0,0,26,4,7,06,18422,2020
1136,0,0,0,0,327,49,06,18450,2020
4524,8,190,520,0,6021,574,06,18464,2020
477,0,124,0,0,0,0,06,18485,2020
4053,46,0,15,0,50,167,06,18506,2020
3096,19,0,529,0,63,76,06,18590,2020
605,0,0,30,0,464,147,06,18674,2020
1280,30,4,94,5,13,92,06,18688,2020
959,0,0,200,0,0,82,06,18695,2020
4767,16,0,204,0,684,31,06,18856,2020
236,0,0,2,0,23,27,06,18926,2020
1333,0,0,0,0,8,57,06,18940,2020
250,2,0,0,0,19,14,06,18982,2020
3076,70,0,58,0,192,84,06,18986,2020
17633,2848,400,1026,48,4322,3003,06,18996,2020
6447,21,0,22,0,9,100,06,19022,2020
93,107,0,0,0,154,57,06,19024,2020
1870,145,72,141,0,881,150,06,19052,2020
834,0,0,0,0,0,0,06,19150,2020
650,71,12,61,12,24,62,06,19155,2020
14118,2078,172,33033,57,3596,2816,06,19192,2020
10268,44,68,358,11,199,384,06,19220,2020
302,0,0,0,0,96,0,06,19248,2020
287,0,0,0,0,0,22,06,19262,2020
15931,88,163,364,4,6203,1702,06,19318,2020
12579,878,45,1034,48,461,859,06,19339,2020
14362,427,21,860,78,2871,1487,06,19402,2020
2251,11,88,39,0,218,148,06,19406,2020
152,0,0,0,0,0,0,06,19416,2020
2173,0,0,138,10,171,514,06,19440,2020
792,78,0,23,0,16,0,06,19455,2020
394,0,0,7,6,0,0,06,19570,2020
781,10,37,0,0,23,16,06,19584,2020
3159,84,117,45,0,1572,289,06,19612,2020
54,0,0,0,0,152,0,06,19654,2020
528,0,59,91,0,0,0,06,19724,2020
58589,3618,904,7833,214,31600,8505,06,19766,2020
93,0,0,0,0,0,6,06,19794,2020
745,0,0,0,0,0,0,06,19878,2020
13,0,0,0,0,0,0,06,19976,2020
11519,1477,484,3527,10,2973,1409,06,19990,2020
22479,2356,301,32953,282,1391,4094,06,20018,2020
394,0,12,0,0,194,108,06,20032,2020
1144,92,0,35,0,0,120,06,20228,2020
1605,10,29,31,0,44,151,06,20242,2020
5528,204,0,179,0,125,219,06,20270,2020
524,26,0,4,0,5,9,06,20284,2020
133,0,0,0,0,0,0,06,20298,2020
15,0,0,0,0,0,0,06,20424,2020
5543,0,0,594,0,1404,1367,06,20438,2020
3258,4,50,102,0,99,216,06,64420,2020
11135,266,0,533,0,261,428,06,64434,2020
2368,20,52,247,0,156,270,06,64462,2020
362,0,0,0,0,266,0,06,64476,2020
112178,28559,1694,8861,505,47369,17618,06,65000,2020
18785,359,45,13917,1308,6071,4178,06,65028,2020
88108,1881,1235,4453,12,4606,8172,06,65042,2020
21071,213,37,5214,73,605,2434,06,65070,2020
52577,726,287,3320,65,3672,4282,06,65084,2020
229,11,8,6,2,32,32,06,65112,2020
876357,86109,7387,244059,5978,84773,109882,06,66000,2020
8287,65,23,168,3,88,1118,06,66004,2020
22744,736,176,5286,81,1870,2919,06,66070,2020
14831,269,309,417,5,6711,1702,06,66140,2020
392476,44930,3800,300339,3179,67358,62702,06,67000,2020
7168,277,142,25129,47,5579,1766,06,67042,2020
17924,12,490,817,68,5700,1733,06,67056,2020
176,0,0,0,0,0,0,06,67070,2020
30593,3761,736,1752,60,7246,4638,06,67112,2020
2174,40,0,0,0,1669,142,06,67126,2020
385926,30304,6056,382815,5204,138246,80858,06,68000,2020
1550,17,8,75,7,112,317,06,68014,2020
25382,239,132,1291,25,6202,2705,06,68028,2020
30403,9283,867,31422,1404,9420,7690,06,68084,2020
13035,1769,220,8047,329,4518,2199,06,68112,2020
118,0,0,0,0,297,0,06,68140,2020
39170,1071,197,2434,8,1918,2604,06,68154,2020
65863,1993,842,10063,162,8495,8801,06,68196,2020
3919,68,0,8405,25,294,309,06,68224,2020
4664,108,12,259,37,701,717,06,68238,2020
51981,2283,616,25229,2414,12617,8479,06,68252,2020
2592,17,0,394,33,0,217,06,68263,2020
1922,0,0,52,0,459,103,06,68266,2020
8943,3336,221,5187,116,11150,2006,06,68294,2020
1037,67,0,630,0,191,113,06,68308,2020
39312,884,421,3922,21,11473,3145,06,68364,2020
32925,2313,197,38729,367,1261,5552,06,68378,2020
540,0,0,10,0,0,0,06,68434,2020
118558,3392,1931,40229,772,148761,18967,06,69000,2020
69210,1433,636,3521,50,9575,6486,06,69070,2020
48078,3693,360,57105,772,9084,7631,06,69084,2020
141065,9311,1745,22938,672,17059,19729,06,69088,2020
47185,1378,456,6723,48,4190,5031,06,69112,2020
6635,945,205,1337,11,7075,1435,06,69154,2020
949,0,0,0,0,0,76,06,69182,2020
74578,1416,1060,5199,23,9894,13358,06,69196,2020
66973,3831,312,9451,78,3082,7873,06,70000,2020
1077,8,89,101,0,625,81,06,70028,2020
25783,36,254,213,0,2654,1357,06,70042,2020
114154,4511,1902,10764,972,33690,12398,06,70098,2020
2338,21,0,283,0,0,79,06,70130,2020
867,4,0,17,0,10,26,06,70140,2020
2831,103,0,328,63,163,403,06,70154,2020
4003,0,260,169,0,60,236,06,70182,2020
45277,1179,517,2722,117,1975,5620,06,70224,2020
508,0,0,0,0,0,0,05,67940,2020
1,216,0,0,0,0,12,05,68060,2020
145,781,0,0,0,0,0,05,68330,2020
1112,1,0,0,0,0,69,05,68360,2020
850,20,0,0,0,0,5,05,68660,2020
17492,10475,513,21,42,654,667,05,68810,2020
325,243,0,0,0,0,28,05,69050,2020
203,20,0,0,0,0,0,05,69230,2020
40,0,0,0,0,0,1,05,69350,2020
0,204,0,0,0,0,8,05,69500,2020
3476,33,16,20,144,166,486,05,69740,2020
344,0,0,0,0,6,0,05,69830,2020
5973,351,0,0,0,196,480,05,70010,2020
0,67,0,0,0,0,0,05,70070,2020
1493,25,0,0,0,5,211,05,70100,2020
463,9,0,0,0,0,17,05,70220,2020
895,0,139,0,0,2,0,05,70310,2020
42,0,0,0,0,0,0,05,70340,2020
77,441,0,0,0,0,86,05,70430,2020
88,228,0,0,0,0,0,05,70540,2020
620,30,3,2,0,0,61,05,70700,2020
226,6,0,0,0,0,5,05,70760,2020
67,0,0,0,0,0,0,05,71060,2020
168,0,0,0,0,0,0,05,71180,2020
273,0,0,0,0,0,0,05,71390,2020
18874,601,502,856,0,1522,1245,05,71480,2020
140,0,0,0,21,17,0,05,71510,2020
325,0,0,0,0,0,44,05,71570,2020
12,0,0,0,0,0,0,05,71900,2020
4475,40,0,0,0,0,41,05,71960,2020
267,0,0,0,0,0,28,05,72140,2020
41,0,0,0,0,0,0,05,72170,2020
61,314,0,0,0,0,0,05,72230,2020
329,0,0,0,0,0,0,05,72290,2020
29,0,0,0,0,0,13,05,72320,2020
426,944,0,0,0,0,0,05,72350,2020
2791,5,8,29,0,458,88,05,72380,2020
4843,158,14,5,0,32,52,05,72890,2020
4865,125,11,84,0,18,92,05,73130,2020
95,37,0,0,0,0,0,05,73250,2020
2696,2354,347,7,0,10,182,05,73310,2020
71,63,0,0,0,0,0,05,73370,2020
152,56,0,0,0,0,0,05,73550,2020
159,0,0,0,0,0,0,05,73730,2020
777,8,3,0,0,5,30,05,73940,2020
60,0,0,0,0,0,5,05,74000,2020
482,0,0,0,0,0,0,05,74090,2020
808,530,0,4,92,0,0,05,74270,2020
636,0,3,0,0,0,27,05,74330,2020
2464,1,7,11,0,5,134,05,74360,2020
8811,14665,4,102,22,17,1035,05,74540,2020
123,20,0,0,0,0,1,05,74660,2020
349,225,0,0,0,41,0,05,74840,2020
38,0,0,0,0,0,0,05,74930,2020
3562,964,0,199,104,0,188,05,75170,2020
720,4,37,0,0,294,78,05,75500,2020
102,84,0,9,0,4,22,05,75560,2020
21,0,0,0,0,0,0,05,75570,2020
5968,150,0,0,0,433,244,08,45530,2020
637,0,0,0,0,11,59,08,45680,2020
960,0,12,0,6,29,50,08,45695,2020
1496,0,69,0,0,0,6,08,45750,2020
10962,517,39,1094,18,196,555,08,45955,2020
82776,1112,861,3218,124,3250,4523,08,45970,2020
16913,186,40,1101,0,255,847,08,46355,2020
337,21,23,0,0,0,0,08,46410,2020
74764,443,484,860,16,1471,3736,08,46465,2020
44,0,0,0,0,0,0,08,47015,2020
2151,32,31,16,0,24,48,08,47070,2020
